JCC,Name1,Name2,Obsolete
4602,Sendai,川内市,"Oct.11,2004"
4603,Kanoya,鹿屋市,
4604,Makurazaki,枕崎市,
4605,Kushikino,串木野市,"Oct.10,2005"
4606,Akune,阿久根市,
4607,Izumi,出水市,
4608,Naze,名瀬市,"Mar.19,2006"
4609,Okuchi,大口市,"Oct.31,2008"
4610,Ibusuki,指宿市,
4611,Kaseda,加世田市,"Nov.6,2005"
4612,Kokubu,国分市,"Nov.6,2005"
4613,Taniyama,谷山市,"Apr.28,1967"
4614,Nishinoomote,西之表市,
4615,Tarumizu,垂水市,
4616,Satsumasendai,薩摩川内市,
4617,Hioki,日置市,
4618,Soo,曽於市,
4619,Kirishima,霧島市,
4620,Ichikikushikino,いちき串木野市,
4621,Minamisatsuma,南さつま市,
4622,Shibushi,志布志市,
4623,Amami,奄美市,
4624,Minamikyushu,南九州市,
4625,Isa,伊佐市,
4626,Aira,姶良市,
4701,Naha,那覇市,
4702,Ishikawa,石川市,"Mar.31,2005"
4703,Hirara,平良市,"Sep.30,2005"
4704,Ishigaki,石垣市,
4705,Koza,コザ市,Mar.31.1974
4706,Ginowan,宜野湾市,
4707,Gushikawa,具志川市,"Mar.31,2005"
4708,Nago,名護市,
4709,Urasoe,浦添市,
4710,Itoman,糸満市,
4711,Okinawa,沖縄市,
4712,Tomigusuku,豊見城市,
4713,Uruma,うるま市,
4714,Miyakojima,宮古島市,
4715,Nanjo,南城市,
