"muniCd","Pref","City","JCCCd","WDCd","JCC_text","JCGCd","JCG_text","hamlogCd"
"9211","栃木県","矢板市","1511",,"矢板市",,,
"9213","栃木県","那須塩原市","1513",,"那須塩原市",,,
"9214","栃木県","さくら市","1514",,"さくら市",,,
"9215","栃木県","那須烏山市","1515",,"那須烏山市",,,
"9216","栃木県","下野市","1516",,"下野市",,,
"9301","栃木県","上三川町",,,,"15004","河内郡","C"
"9342","栃木県","益子町",,,,"15008","芳賀郡","D"
"9343","栃木県","茂木町",,,,"15008","芳賀郡","E"
"9344","栃木県","市貝町",,,,"15008","芳賀郡","A"
"9345","栃木県","芳賀町",,,,"15008","芳賀郡","C"
"9361","栃木県","壬生町",,,,"15006","下都賀郡","D"
"9364","栃木県","野木町",,,,"15006","下都賀郡","C"
"9384","栃木県","塩谷町",,,,"15005","塩谷郡","F"
"9386","栃木県","高根沢町",,,,"15005","塩谷郡","C"
"9407","栃木県","那須町",,,,"15007","那須郡","G"
"9411","栃木県","那珂川町",,,,"15007","那須郡","J"
"10201","群馬県","前橋市","1601",,"前橋市",,,
"10202","群馬県","高崎市","1602",,"高崎市",,,
"10203","群馬県","桐生市","1603",,"桐生市",,,
"10204","群馬県","伊勢崎市","1604",,"伊勢崎市",,,
"10205","群馬県","太田市","1605",,"太田市",,,
"10206","群馬県","沼田市","1606",,"沼田市",,,
"10207","群馬県","館林市","1607",,"館林市",,,
"10208","群馬県","渋川市","1608",,"渋川市",,,
"10209","群馬県","藤岡市","1609",,"藤岡市",,,
"10210","群馬県","富岡市","1610",,"富岡市",,,
"10211","群馬県","安中市","1611",,"安中市",,,
"10212","群馬県","みどり市","1612",,"みどり市",,,
"10344","群馬県","榛東村",,,,"16005","北群馬郡","E"
"10345","群馬県","吉岡町",,,,"16005","北群馬郡","D"
"10366","群馬県","上野村",,,,"16009","多野郡","F"
"10367","群馬県","神流町",,,,"16009","多野郡","G"
"10382","群馬県","下仁田町",,,,"16004","甘楽郡","B"
"10383","群馬県","南牧村",,,,"16004","甘楽郡","C"
"10384","群馬県","甘楽町",,,,"16004","甘楽郡","A"
"10421","群馬県","中之条町",,,,"16001","吾妻郡","H"
"10424","群馬県","長野原町",,,,"16001","吾妻郡","G"
"10425","群馬県","嬬恋村",,,,"16001","吾妻郡","F"
"10426","群馬県","草津町",,,,"16001","吾妻郡","B"
"10428","群馬県","高山村",,,,"16001","吾妻郡","C"
"10429","群馬県","東吾妻町",,,,"16001","吾妻郡","I"
"10443","群馬県","片品村",,,,"16010","利根郡","A"
"10444","群馬県","川場村",,,,"16010","利根郡","B"
"10448","群馬県","昭和村",,,,"16010","利根郡","C"
"10449","群馬県","みなかみ町",,,,"16010","利根郡","I"
"10464","群馬県","玉村町",,,,"16007","佐波郡","D"
"10521","群馬県","板倉町",,,,"16003","邑楽郡","A"
"10522","群馬県","明和町",,,,"16003","邑楽郡","D"
"10523","群馬県","千代田町",,,,"16003","邑楽郡","E"
"10524","群馬県","大泉町",,,,"16003","邑楽郡","C"
"10525","群馬県","邑楽町",,,,"16003","邑楽郡","B"
"11100","埼玉県","さいたま市","1344",,"さいたま市",,,
"11101","埼玉県","さいたま市 西区","1344","134401","さいたま市",,,
"11102","埼玉県","さいたま市 北区","1344","134402","さいたま市",,,
"11103","埼玉県","さいたま市 大宮区","1344","134403","さいたま市",,,
"11104","埼玉県","さいたま市 見沼区","1344","134404","さいたま市",,,
"11105","埼玉県","さいたま市 中央区","1344","134405","さいたま市",,,
"11106","埼玉県","さいたま市 桜区","1344","134406","さいたま市",,,
"11107","埼玉県","さいたま市 浦和区","1344","134407","さいたま市",,,
"11108","埼玉県","さいたま市 南区","1344","134408","さいたま市",,,
"11109","埼玉県","さいたま市 緑区","1344","134409","さいたま市",,,
"11110","埼玉県","さいたま市 岩槻区","1344","134410","さいたま市",,,
"11201","埼玉県","川越市","1302",,"川越市",,,
"11202","埼玉県","熊谷市","1303",,"熊谷市",,,
"11203","埼玉県","川口市","1304",,"川口市",,,
"11206","埼玉県","行田市","1306",,"行田市",,,
"11207","埼玉県","秩父市","1307",,"秩父市",,,
"11208","埼玉県","所沢市","1308",,"所沢市",,,
"11209","埼玉県","飯能市","1309",,"飯能市",,,
"11210","埼玉県","加須市","1310",,"加須市",,,
"11211","埼玉県","本庄市","1311",,"本庄市",,,
"11212","埼玉県","東松山市","1312",,"東松山市",,,
"11214","埼玉県","春日部市","1314",,"春日部市",,,
"11215","埼玉県","狭山市","1315",,"狭山市",,,
"11216","埼玉県","羽生市","1316",,"羽生市",,,
"11217","埼玉県","鴻巣市","1317",,"鴻巣市",,,
"11218","埼玉県","深谷市","1318",,"深谷市",,,
"11219","埼玉県","上尾市","1319",,"上尾市",,,
"11221","埼玉県","草加市","1321",,"草加市",,,
"11222","埼玉県","越谷市","1322",,"越谷市",,,
"11223","埼玉県","蕨市","1323",,"蕨市",,,
"11224","埼玉県","戸田市","1324",,"戸田市",,,
"11225","埼玉県","入間市","1325",,"入間市",,,
"11227","埼玉県","朝霞市","1327",,"朝霞市",,,
"11228","埼玉県","志木市","1328",,"志木市",,,
"11229","埼玉県","和光市","1329",,"和光市",,,
"11230","埼玉県","新座市","1330",,"新座市",,,
"11231","埼玉県","桶川市","1331",,"桶川市",,,
"11232","埼玉県","久喜市","1332",,"久喜市",,,
"11233","埼玉県","北本市","1333",,"北本市",,,
"11234","埼玉県","八潮市","1334",,"八潮市",,,
"11235","埼玉県","富士見市","1336",,"富士見市",,,
"11237","埼玉県","三郷市","1337",,"三郷市",,,
"11238","埼玉県","蓮田市","1338",,"蓮田市",,,
"11239","埼玉県","坂戸市","1339",,"坂戸市",,,
"11240","埼玉県","幸手市","1340",,"幸手市",,,
"11241","埼玉県","鶴ヶ島市","1341",,"鶴ヶ島市",,,
"11242","埼玉県","日高市","1342",,"日高市",,,
"11243","埼玉県","吉川市","1343",,"吉川市",,,
"11245","埼玉県","ふじみ野市","1345",,"ふじみ野市",,,
"11246","埼玉県","白岡市","1346",,"白岡市",,,
"11301","埼玉県","伊奈町",,,,"13003","北足立郡","A"
"11324","埼玉県","三芳町",,,,"13001","入間郡","F"
"11326","埼玉県","毛呂山町",,,,"13001","入間郡","G"
"11327","埼玉県","越生町",,,,"13001","入間郡","B"
"11341","埼玉県","滑川町",,,,"13008","比企郡","D"
"11342","埼玉県","嵐山町",,,,"13008","比企郡","G"
"11343","埼玉県","小川町",,,,"13008","比企郡","A"
"11346","埼玉県","川島町",,,,"13008","比企郡","B"
"11347","埼玉県","吉見町",,,,"13008","比企郡","F"
"11348","埼玉県","鳩山町",,,,"13008","比企郡","E"
"11349","埼玉県","ときがわ町",,,,"13008","比企郡","I"
"11361","埼玉県","横瀬町",,,,"13007","秩父郡","E"
"11362","埼玉県","皆野町",,,,"13007","秩父郡","I"
"11363","埼玉県","長瀞町",,,,"13007","秩父郡","C"
"11365","埼玉県","小鹿野町",,,,"13007","秩父郡","B"
"11369","埼玉県","東秩父村",,,,"13007","秩父郡","D"
"11381","埼玉県","美里町",,,,"13006","児玉郡","C"
"11383","埼玉県","神川町",,,,"13006","児玉郡","D"
"11385","埼玉県","上里町",,,,"13006","児玉郡","B"
"11408","埼玉県","寄居町",,,,"13002","大里郡","F"
"11442","埼玉県","宮代町",,,,"13009","南埼玉郡","C"
"11464","埼玉県","杉戸町",,,,"13004","北葛飾郡","D"
"11465","埼玉県","松伏町",,,,"13004","北葛飾郡","E"
"12100","千葉県","千葉市","1201",,"千葉市",,,
"12101","千葉県","千葉市 中央区","1201","120101","千葉市",,,
"12102","千葉県","千葉市 花見川区","1201","120102","千葉市",,,
"12103","千葉県","千葉市 稲毛区","1201","120103","千葉市",,,
"12104","千葉県","千葉市 若葉区","1201","120104","千葉市",,,
"12105","千葉県","千葉市 緑区","1201","120105","千葉市",,,
"12106","千葉県","千葉市 美浜区","1201","120106","千葉市",,,
"12202","千葉県","銚子市","1202",,"銚子市",,,
"12203","千葉県","市川市","1203",,"市川市",,,
"12204","千葉県","船橋市","1204",,"船橋市",,,
"12205","千葉県","館山市","1205",,"館山市",,,
"12206","千葉県","木更津市","1206",,"木更津市",,,
"12207","千葉県","松戸市","1207",,"松戸市",,,
"12208","千葉県","野田市","1208",,"野田市",,,
"12210","千葉県","茂原市","1210",,"茂原市",,,
"12211","千葉県","成田市","1211",,"成田市",,,
"12212","千葉県","佐倉市","1212",,"佐倉市",,,
"12213","千葉県","東金市","1213",,"東金市",,,
"12215","千葉県","旭市","1215",,"旭市",,,
"12216","千葉県","習志野市","1216",,"習志野市",,,
"12217","千葉県","柏市","1217",,"柏市",,,
"12218","千葉県","勝浦市","1218",,"勝浦市",,,
"12219","千葉県","市原市","1219",,"市原市",,,
"12220","千葉県","流山市","1220",,"流山市",,,
"12221","千葉県","八千代市","1221",,"八千代市",,,
"12222","千葉県","我孫子市","1222",,"我孫子市",,,
"12223","千葉県","鴨川市","1223",,"鴨川市",,,
"12224","千葉県","鎌ケ谷市","1225",,"鎌ケ谷市",,,
"12225","千葉県","君津市","1224",,"君津市",,,
"12226","千葉県","富津市","1226",,"富津市",,,
"12227","千葉県","浦安市","1227",,"浦安市",,,
"12228","千葉県","四街道市","1228",,"四街道市",,,
"12229","千葉県","袖ケ浦市","1229",,"袖ケ浦市",,,
"12230","千葉県","八街市","1230",,"八街市",,,
"12231","千葉県","印西市","1231",,"印西市",,,
"12232","千葉県","白井市","1232",,"白井市",,,
"12233","千葉県","富里市","1233",,"富里市",,,
"12234","千葉県","南房総市","1234",,"南房総市",,,
"12235","千葉県","匝瑳市","1235",,"匝瑳市",,,
"12236","千葉県","香取市","1236",,"香取市",,,
"12237","千葉県","山武市","1237",,"山武市",,,
"12238","千葉県","いすみ市","1238",,"いすみ市",,,
"12239","千葉県","大網白里市","1239",,"大網白里市",,,
"12322","千葉県","酒々井町",,,,"12004","印旛郡","D"
"12329","千葉県","栄町",,,,"12004","印旛郡","C"
"12342","千葉県","神崎町",,,,"12006","香取郡","C"
"12347","千葉県","多古町",,,,"12006","香取郡","I"
"12349","千葉県","東庄町",,,,"12006","香取郡","F"
"12403","千葉県","九十九里町",,,,"12008","山武郡","A"
"12409","千葉県","芝山町",,,,"12008","山武郡","C"
"12410","千葉県","横芝光町",,,,"12008","山武郡","I"
"12421","千葉県","一宮町",,,,"12011","長生郡","A"
"12422","千葉県","睦沢町",,,,"12011","長生郡","F"
"12423","千葉県","長生村",,,,"12011","長生郡","C"
"12424","千葉県","白子町",,,,"12011","長生郡","B"
"12426","千葉県","長柄町",,,,"12011","長生郡","E"
"12427","千葉県","長南町",,,,"12011","長生郡","D"
"12441","千葉県","大多喜町",,,,"12002","夷隅郡","D"
"12443","千葉県","御宿町",,,,"12002","夷隅郡","C"
"12463","千葉県","鋸南町",,,,"12001","安房郡","G"
"13101","東京都","千代田区","100101",,"千代田区",,,
"13102","東京都","中央区","100102",,"中央区",,,
"13103","東京都","港区","100103",,"港区",,,
"13104","東京都","新宿区","100104",,"新宿区",,,
"13105","東京都","文京区","100105",,"文京区",,,
"13106","東京都","台東区","100106",,"台東区",,,
"13107","東京都","墨田区","100107",,"墨田区",,,
"13108","東京都","江東区","100108",,"江東区",,,
"13109","東京都","品川区","100109",,"品川区",,,
"13110","東京都","目黒区","100110",,"目黒区",,,
"13111","東京都","大田区","100111",,"大田区",,,
"13112","東京都","世田谷区","100112",,"世田谷区",,,
"13113","東京都","渋谷区","100113",,"渋谷区",,,
"13114","東京都","中野区","100114",,"中野区",,,
"13115","東京都","杉並区","100115",,"杉並区",,,
"13116","東京都","豊島区","100116",,"豊島区",,,
"13117","東京都","北区","100117",,"北区",,,
"13118","東京都","荒川区","100118",,"荒川区",,,
"13119","東京都","板橋区","100119",,"板橋区",,,
"13120","東京都","練馬区","100120",,"練馬区",,,
"13121","東京都","足立区","100121",,"足立区",,,
"13122","東京都","葛飾区","100122",,"葛飾区",,,
"13123","東京都","江戸川区","100123",,"江戸川区",,,
"13201","東京都","八王子市","1002",,"八王子市",,,
"13202","東京都","立川市","1003",,"立川市",,,
"13203","東京都","武蔵野市","1004",,"武蔵野市",,,
"13204","東京都","三鷹市","1005",,"三鷹市",,,
"13205","東京都","青梅市","1006",,"青梅市",,,
"13206","東京都","府中市","1007",,"府中市",,,
"13207","東京都","昭島市","1008",,"昭島市",,,
"13208","東京都","調布市","1009",,"調布市",,,
"13209","東京都","町田市","1010",,"町田市",,,
"13210","東京都","小金井市","1011",,"小金井市",,,
"13211","東京都","小平市","1012",,"小平市",,,
"13212","東京都","日野市","1013",,"日野市",,,
"13213","東京都","東村山市","1014",,"東村山市",,,
"13214","東京都","国分寺市","1015",,"国分寺市",,,
"13215","東京都","国立市","1016",,"国立市",,,
"13218","東京都","福生市","1019",,"福生市",,,
"13219","東京都","狛江市","1020",,"狛江市",,,
"13220","東京都","東大和市","1021",,"東大和市",,,
"13221","東京都","清瀬市","1022",,"清瀬市",,,
"13222","東京都","東久留米市","1023",,"東久留米市",,,
"13223","東京都","武蔵村山市","1024",,"武蔵村山市",,,
"13224","東京都","多摩市","1025",,"多摩市",,,
"13225","東京都","稲城市","1026",,"稲城市",,,
"13227","東京都","羽村市","1028",,"羽村市",,,
"13228","東京都","あきる野市","1029",,"あきる野市",,,
"13229","東京都","西東京市","1030",,"西東京市",,,
"13303","東京都","瑞穂町",,,,"10002","西多摩郡","E"
"13305","東京都","日の出町",,,,"10002","西多摩郡","C"
"13307","東京都","檜原村",,,,"10002","西多摩郡","D"
"13308","東京都","奥多摩町",,,,"10002","西多摩郡","F"
"13361","東京都","大島町",,,,"10004","大島支庁","A"
"13362","東京都","利島村",,,,"10004","大島支庁","B"
"13363","東京都","新島村",,,,"10004","大島支庁","C"
"13364","東京都","神津島村",,,,"10004","大島支庁","D"
"13381","東京都","三宅村",,,,"10005","三宅支庁","A"
"13382","東京都","御蔵島村",,,,"10005","三宅支庁","B"
"13401","東京都","八丈町",,,,"10006","八丈支庁","A"
"13402","東京都","青ヶ島村",,,,"10006","八丈支庁","B"
"13421","東京都","小笠原村",,,,"10007","小笠原支庁","A"
"14100","神奈川県","横浜市","1101",,"横浜市",,,
"14101","神奈川県","横浜市 鶴見区","1101","110101","横浜市",,,
"14102","神奈川県","横浜市 神奈川区","1101","110102","横浜市",,,
"14103","神奈川県","横浜市 西区","1101","110103","横浜市",,,
"14104","神奈川県","横浜市 中区","1101","110104","横浜市",,,
"14105","神奈川県","横浜市 南区","1101","110105","横浜市",,,
"14106","神奈川県","横浜市 保土ケ谷区","1101","110106","横浜市",,,
"14107","神奈川県","横浜市 磯子区","1101","110107","横浜市",,,
"14108","神奈川県","横浜市 金沢区","1101","110108","横浜市",,,
"14109","神奈川県","横浜市 港北区","1101","110109","横浜市",,,
"14110","神奈川県","横浜市 戸塚区","1101","110110","横浜市",,,
"14111","神奈川県","横浜市 港南区","1101","110111","横浜市",,,
"14112","神奈川県","横浜市 旭区","1101","110112","横浜市",,,
"14113","神奈川県","横浜市 緑区","1101","110113","横浜市",,,
"14114","神奈川県","横浜市 瀬谷区","1101","110114","横浜市",,,
"14115","神奈川県","横浜市 栄区","1101","110115","横浜市",,,
"14116","神奈川県","横浜市 泉区","1101","110116","横浜市",,,
"14117","神奈川県","横浜市 青葉区","1101","110117","横浜市",,,
"14118","神奈川県","横浜市 都筑区","1101","110118","横浜市",,,
"14130","神奈川県","川崎市","1103",,"川崎市",,,
"14131","神奈川県","川崎市 川崎区","1103","110301","川崎市",,,
"14132","神奈川県","川崎市 幸区","1103","110302","川崎市",,,
"14133","神奈川県","川崎市 中原区","1103","110303","川崎市",,,
"14134","神奈川県","川崎市 高津区","1103","110304","川崎市",,,
"14135","神奈川県","川崎市 多摩区","1103","110305","川崎市",,,
"14136","神奈川県","川崎市 宮前区","1103","110306","川崎市",,,
"14137","神奈川県","川崎市 麻生区","1103","110307","川崎市",,,
"14150","神奈川県","相模原市","1110",,"相模原市",,,
"14151","神奈川県","相模原市 緑区","1110","111001","相模原市",,,
"14152","神奈川県","相模原市 中央区","1110","111002","相模原市",,,
"14153","神奈川県","相模原市 南区","1110","111003","相模原市",,,
"14201","神奈川県","横須賀市","1102",,"横須賀市",,,
"14203","神奈川県","平塚市","1104",,"平塚市",,,
"14204","神奈川県","鎌倉市","1105",,"鎌倉市",,,
"14205","神奈川県","藤沢市","1106",,"藤沢市",,,
"14206","神奈川県","小田原市","1107",,"小田原市",,,
"14207","神奈川県","茅ヶ崎市","1108",,"茅ヶ崎市",,,
"14208","神奈川県","逗子市","1109",,"逗子市",,,
"14210","神奈川県","三浦市","1111",,"三浦市",,,
"14211","神奈川県","秦野市","1112",,"秦野市",,,
"14212","神奈川県","厚木市","1113",,"厚木市",,,
"14213","神奈川県","大和市","1114",,"大和市",,,
"14214","神奈川県","伊勢原市","1115",,"伊勢原市",,,
"14215","神奈川県","海老名市","1116",,"海老名市",,,
"14216","神奈川県","座間市","1117",,"座間市",,,
"14217","神奈川県","南足柄市","1118",,"南足柄市",,,
"14218","神奈川県","綾瀬市","1119",,"綾瀬市",,,
"14301","神奈川県","葉山町",,,,"11007","三浦郡","A"
"14321","神奈川県","寒川町",,,,"11004","高座郡","A"
"14341","神奈川県","大磯町",,,,"11006","中郡","B"
"14342","神奈川県","二宮町",,,,"11006","中郡","A"
"14361","神奈川県","中井町",,,,"11002","足柄上郡","C"
"14362","神奈川県","大井町",,,,"11002","足柄上郡","A"
"14363","神奈川県","松田町",,,,"11002","足柄上郡","D"
"14364","神奈川県","山北町",,,,"11002","足柄上郡","E"
"14366","神奈川県","開成町",,,,"11002","足柄上郡","B"
"14382","神奈川県","箱根町",,,,"11003","足柄下郡","C"
"14383","神奈川県","真鶴町",,,,"11003","足柄下郡","A"
"14384","神奈川県","湯河原町",,,,"11003","足柄下郡","B"
"14401","神奈川県","愛川町",,,,"11001","愛甲郡","A"
"14402","神奈川県","清川村",,,,"11001","愛甲郡","B"
"15100","新潟県","新潟市","0801",,"新潟市",,,
"15101","新潟県","新潟市 北区","0801","080101","新潟市",,,
"15102","新潟県","新潟市 東区","0801","080102","新潟市",,,
"15103","新潟県","新潟市 中央区","0801","080103","新潟市",,,
"15104","新潟県","新潟市 江南区","0801","080104","新潟市",,,
"15105","新潟県","新潟市 秋葉区","0801","080105","新潟市",,,
"15106","新潟県","新潟市 南区","0801","080106","新潟市",,,
"15107","新潟県","新潟市 西区","0801","080107","新潟市",,,
"15108","新潟県","新潟市 西蒲区","0801","080108","新潟市",,,
"15202","新潟県","長岡市","0802",,"長岡市",,,
"15204","新潟県","三条市","0804",,"三条市",,,
"15205","新潟県","柏崎市","0805",,"柏崎市",,,
"15206","新潟県","新発田市","0806",,"新発田市",,,
"15208","新潟県","小千谷市","0808",,"小千谷市",,,
"15209","新潟県","加茂市","0809",,"加茂市",,,
"15210","新潟県","十日町市","0810",,"十日町市",,,
"15211","新潟県","見附市","0811",,"見附市",,,
"15212","新潟県","村上市","0812",,"村上市",,,
"15213","新潟県","燕市","0813",,"燕市",,,
"15216","新潟県","糸魚川市","0816",,"糸魚川市",,,
"15217","新潟県","妙高市","0827",,"妙高市",,,
"15218","新潟県","五泉市","0818",,"五泉市",,,
"15222","新潟県","上越市","0822",,"上越市",,,
"15223","新潟県","阿賀野市","0823",,"阿賀野市",,,
"15224","新潟県","佐渡市","0824",,"佐渡市",,,
"15225","新潟県","魚沼市","0825",,"魚沼市",,,
"15226","新潟県","南魚沼市","0826",,"南魚沼市",,,
"15227","新潟県","胎内市","0828",,"胎内市",,,
"15307","新潟県","聖籠町",,,,"08004","北蒲原郡","H"
"15342","新潟県","弥彦村",,,,"08011","西蒲原郡","I"
"15361","新潟県","田上町",,,,"08016","南蒲原郡","B"
"15385","新潟県","阿賀町",,,,"08013","東蒲原郡","E"
"15405","新潟県","出雲崎町",,,,"08007","三島郡","C"
"15461","新潟県","湯沢町",,,,"08015","南魚沼郡","D"
"15482","新潟県","津南町",,,,"08008","中魚沼郡","B"
"15504","新潟県","刈羽村",,,,"08002","刈羽郡","C"
"15581","新潟県","関川村",,,,"08001","岩船郡","C"
"15586","新潟県","粟島浦村",,,,"08001","岩船郡","B"
"16201","富山県","富山市","2801",,"富山市",,,
"16202","富山県","高岡市","2802",,"高岡市",,,
"16204","富山県","魚津市","2804",,"魚津市",,,
"16205","富山県","氷見市","2805",,"氷見市",,,
"16206","富山県","滑川市","2806",,"滑川市",,,
"16207","富山県","黒部市","2807",,"黒部市",,,
"16208","富山県","砺波市","2808",,"砺波市",,,
"16209","富山県","小矢部市","2809",,"小矢部市",,,
"16210","富山県","南砺市","2810",,"南砺市",,,
"16211","富山県","射水市","2811",,"射水市",,,
"16321","富山県","舟橋村",,,,"28004","中新川郡","A"
"16322","富山県","上市町",,,,"28004","中新川郡","B"
"16323","富山県","立山町",,,,"28004","中新川郡","C"
"16342","富山県","入善町",,,,"28003","下新川郡","C"
"16343","富山県","朝日町",,,,"28003","下新川郡","A"
"17201","石川県","金沢市","3001",,"金沢市",,,
"17202","石川県","七尾市","3002",,"七尾市",,,
"17203","石川県","小松市","3003",,"小松市",,,
"17204","石川県","輪島市","3004",,"輪島市",,,
"17205","石川県","珠洲市","3005",,"珠洲市",,,
"17206","石川県","加賀市","3006",,"加賀市",,,
"17207","石川県","羽咋市","3007",,"羽咋市",,,
"17209","石川県","かほく市","3009",,"かほく市",,,
"17210","石川県","白山市","3010",,"白山市",,,
"17211","石川県","能美市","3011",,"能美市",,,
"17212","石川県","野々市市","3012",,"野々市市",,,
"17324","石川県","川北町",,,,"30006","能美郡","B"
"17361","石川県","津幡町",,,,"30004","河北郡","E"
"17365","石川県","内灘町",,,,"30004","河北郡","A"
"17384","石川県","志賀町",,,,"30007","羽咋郡","C"
"17386","石川県","宝達志水町",,,,"30007","羽咋郡","E"
"17407","石川県","中能登町",,,,"30003","鹿島郡","G"
"17461","石川県","穴水町",,,,"30009","鳳珠郡","A"
"17463","石川県","能登町",,,,"30009","鳳珠郡","C"
"18201","福井県","福井市","2901",,"福井市",,,
"18202","福井県","敦賀市","2902",,"敦賀市",,,
"18204","福井県","小浜市","2904",,"小浜市",,,
"18205","福井県","大野市","2905",,"大野市",,,
"18206","福井県","勝山市","2906",,"勝山市",,,
"18207","福井県","鯖江市","2907",,"鯖江市",,,
"18208","福井県","あわら市","2908",,"あわら市",,,
"18209","福井県","越前市","2909",,"越前市",,,
"18210","福井県","坂井市","2910",,"坂井市",,,
"18322","福井県","永平寺町",,,,"29011","吉田郡","A"
"18382","福井県","池田町",,,,"29002","今立郡","B"
"18404","福井県","南越前町",,,,"29008","南条郡","D"
"18423","福井県","越前町",,,,"29009","丹生郡","F"
"18442","福井県","美浜町",,,,"29010","三方郡","B"
"18481","福井県","高浜町",,,,"29003","大飯郡","B"
"18483","福井県","おおい町",,,,"29003","大飯郡","C"
"18501","福井県","若狭町",,,,"29012","三方上中郡","A"
"19201","山梨県","甲府市","1701",,"甲府市",,,
"19202","山梨県","富士吉田市","1702",,"富士吉田市",,,
"19204","山梨県","都留市","1704",,"都留市",,,
"19205","山梨県","山梨市","1705",,"山梨市",,,
"19206","山梨県","大月市","1706",,"大月市",,,
"19207","山梨県","韮崎市","1707",,"韮崎市",,,
"19208","山梨県","南アルプス市","1708",,"南アルプス市",,,
"19209","山梨県","北杜市","1709",,"北杜市",,,
"19210","山梨県","甲斐市","1710",,"甲斐市",,,
"19211","山梨県","笛吹市","1711",,"笛吹市",,,
"19212","山梨県","上野原市","1712",,"上野原市",,,
"19213","山梨県","甲州市","1713",,"甲州市",,,
"19214","山梨県","中央市","1714",,"中央市",,,
"19346","山梨県","市川三郷町",,,,"17004","西八代郡","F"
"19364","山梨県","早川町",,,,"17007","南巨摩郡","F"
"19365","山梨県","身延町",,,,"17007","南巨摩郡","G"
"19366","山梨県","南部町",,,,"17007","南巨摩郡","E"
"19368","山梨県","富士川町",,,,"17007","南巨摩郡","H"
"19384","山梨県","昭和町",,,,"17003","中巨摩郡","D"
"19422","山梨県","道志村",,,,"17008","南都留郡","F"
"19423","山梨県","西桂町",,,,"17008","南都留郡","H"
"19424","山梨県","忍野村",,,,"17008","南都留郡","C"
"19425","山梨県","山中湖村",,,,"17008","南都留郡","I"
"19429","山梨県","鳴沢村",,,,"17008","南都留郡","G"
"19430","山梨県","富士河口湖町",,,,"17008","南都留郡","J"
"19442","山梨県","小菅村",,,,"17002","北都留郡","A"
"19443","山梨県","丹波山村",,,,"17002","北都留郡","B"
"20201","長野県","長野市","0901",,"長野市",,,
"20202","長野県","松本市","0902",,"松本市",,,
"20203","長野県","上田市","0903",,"上田市",,,
"20204","長野県","岡谷市","0904",,"岡谷市",,,
"20205","長野県","飯田市","0905",,"飯田市",,,
"20206","長野県","諏訪市","0906",,"諏訪市",,,
"20207","長野県","須坂市","0907",,"須坂市",,,
"20208","長野県","小諸市","0908",,"小諸市",,,
"20209","長野県","伊那市","0909",,"伊那市",,,
"20210","長野県","駒ヶ根市","0910",,"駒ヶ根市",,,
"20211","長野県","中野市","0911",,"中野市",,,
"20212","長野県","大町市","0912",,"大町市",,,
"20213","長野県","飯山市","0913",,"飯山市",,,
"20214","長野県","茅野市","0914",,"茅野市",,,
"20215","長野県","塩尻市","0915",,"塩尻市",,,
"20217","長野県","佐久市","0918",,"佐久市",,,
"20218","長野県","千曲市","0919",,"千曲市",,,
"20219","長野県","東御市","0920",,"東御市",,,
"20220","長野県","安曇野市","0921",,"安曇野市",,,
"20303","長野県","小海町",,,,"09017","南佐久郡","C"
"20304","長野県","川上村",,,,"09017","南佐久郡","A"
"20305","長野県","南牧村",,,,"09017","南佐久郡","E"
"20306","長野県","南相木村",,,,"09017","南佐久郡","D"
"20307","長野県","北相木村",,,,"09017","南佐久郡","B"
"20309","長野県","佐久穂町",,,,"09017","南佐久郡","I"
"20321","長野県","軽井沢町",,,,"09006","北佐久郡","B"
"20323","長野県","御代田町",,,,"09006","北佐久郡","F"
"20324","長野県","立科町",,,,"09006","北佐久郡","E"
"20349","長野県","青木村",,,,"09012","小県郡","A"
"20350","長野県","長和町",,,,"09012","小県郡","H"
"20361","長野県","下諏訪町",,,,"09011","諏訪郡","A"
"20362","長野県","富士見町",,,,"09011","諏訪郡","C"
"20363","長野県","原村",,,,"09011","諏訪郡","B"
"20382","長野県","辰野町",,,,"09001","上伊那郡","F"
"20383","長野県","箕輪町",,,,"09001","上伊那郡","B"
"20384","長野県","飯島町",,,,"09001","上伊那郡","D"
"20385","長野県","南箕輪村",,,,"09001","上伊那郡","A"
"20386","長野県","中川村",,,,"09001","上伊那郡","G"
"20388","長野県","宮田村",,,,"09001","上伊那郡","C"
"20402","長野県","松川町",,,,"09008","下伊那郡","R"
"20403","長野県","高森町",,,,"09008","下伊那郡","O"
"20404","長野県","阿南町",,,,"09008","下伊那郡","N"
"20407","長野県","阿智村",,,,"09008","下伊那郡","A"
"20409","長野県","平谷村",,,,"09008","下伊那郡","L"
"20410","長野県","根羽村",,,,"09008","下伊那郡","K"
"20411","長野県","下條村",,,,"09008","下伊那郡","G"
"20412","長野県","売木村",,,,"09008","下伊那郡","B"
"20413","長野県","天龍村",,,,"09008","下伊那郡","P"
"20414","長野県","泰阜村",,,,"09008","下伊那郡","M"
"20415","長野県","喬木村",,,,"09008","下伊那郡","I"
"20416","長野県","豊丘村",,,,"09008","下伊那郡","Q"
"20417","長野県","大鹿村",,,,"09008","下伊那郡","C"
"20422","長野県","上松町",,,,"09004","木曽郡","A"
"20423","長野県","南木曽町",,,,"09004","木曽郡","J"
"20425","長野県","木祖村",,,,"09004","木曽郡","E"
"20429","長野県","王滝村",,,,"09004","木曽郡","B"
"20430","長野県","大桑村",,,,"09004","木曽郡","C"
"20432","長野県","木曽町",,,,"09004","木曽郡","L"
